step,epoch_frac,phase,loss_total,loss_think,loss_response,lr,grad_norm,tokens_seen_B,tokens_per_sec,gpu_mem_gb,gpu_mem_reserved_gb,loss_weight_think,val_loss,time_elapsed_min,eta_min,timestamp
1640,0.092,pretrain,1.716945,0.0,1.722778,9.904236817914733e-05,0.3889,2.215911,265763.7,4.478,10.524,0.0,,27.01,266.6,2026-04-29 14:42:16
1650,0.0925,pretrain,1.781207,0.0,1.574069,9.902555509739917e-05,0.3915,2.216567,265730.7,4.478,10.524,0.0,,27.17,266.4,2026-04-29 14:42:26
1660,0.0931,pretrain,1.762953,0.0,1.9881,9.900859731933852e-05,0.3916,2.217222,265719.1,4.478,10.524,0.0,,27.32,266.1,2026-04-29 14:42:35
1670,0.0937,pretrain,1.665854,0.0,1.760037,9.899149490069955e-05,0.3772,2.217878,265592.6,4.478,10.524,0.0,,27.48,265.9,2026-04-29 14:42:45
1680,0.0942,pretrain,1.841315,0.0,1.454086,9.897424789769183e-05,0.3846,2.218533,265694.5,4.478,10.524,0.0,,27.64,265.7,2026-04-29 14:42:54
1690,0.0948,pretrain,1.788364,0.0,1.634389,9.895685636700012e-05,0.3956,2.219188,265294.0,4.478,10.524,0.0,,27.8,265.5,2026-04-29 14:43:04
1700,0.0953,pretrain,1.729793,0.0,2.009412,9.893932036578415e-05,0.39,2.219844,265413.3,4.478,10.524,0.0,,27.95,265.2,2026-04-29 14:43:13
1710,0.0959,pretrain,1.734539,0.0,1.471427,9.892163995167852e-05,0.3874,2.220499,265502.9,4.478,10.524,0.0,,28.11,265.0,2026-04-29 14:43:23
1720,0.0965,pretrain,1.668771,0.0,1.53509,9.890381518279248e-05,0.3896,2.221154,265885.0,4.478,10.524,0.0,,28.27,264.8,2026-04-29 14:43:32
1730,0.097,pretrain,1.747293,0.0,1.83563,9.888584611770965e-05,0.3866,2.22181,265406.1,4.478,10.524,0.0,,28.43,264.6,2026-04-29 14:43:41
1740,0.0976,pretrain,1.802425,0.0,1.847778,9.886773281548799e-05,0.3766,2.222465,265086.3,4.478,10.524,0.0,,28.59,264.4,2026-04-29 14:43:51
1750,0.0981,pretrain,1.914035,0.0,1.692888,9.884947533565943e-05,0.387,2.22312,265287.4,4.478,10.524,0.0,,28.75,264.1,2026-04-29 14:44:01
1760,0.0987,pretrain,1.839381,0.0,2.01262,9.883107373822983e-05,0.3946,2.223776,265414.1,4.478,10.524,0.0,,28.91,263.9,2026-04-29 14:44:10
1770,0.0993,pretrain,1.86983,0.0,1.859171,9.881252808367866e-05,0.3929,2.224431,265586.0,4.478,10.524,0.0,,29.07,263.7,2026-04-29 14:44:20
1780,0.0998,pretrain,1.867021,0.0,2.073387,9.879383843295891e-05,0.389,2.225086,253086.9,4.478,10.524,0.0,,29.23,263.5,2026-04-29 14:44:29
1790,0.1004,pretrain,1.728007,0.0,1.735126,9.877500484749677e-05,0.3873,2.225742,263485.7,4.478,10.524,0.0,,29.38,263.3,2026-04-29 14:44:39
1800,0.1009,pretrain,1.893073,0.0,2.05998,9.875602738919153e-05,0.3863,2.226397,265491.0,4.478,10.524,0.0,,29.54,263.1,2026-04-29 14:44:48
1810,0.1015,pretrain,1.629862,0.0,1.542982,9.873690612041535e-05,0.3866,2.227053,265435.3,4.478,10.524,0.0,,29.7,262.9,2026-04-29 14:44:58
1820,0.1021,pretrain,1.721742,0.0,1.632782,9.871764110401301e-05,0.3824,2.227708,265557.0,4.478,10.524,0.0,,29.86,262.7,2026-04-29 14:45:07
1830,0.1026,pretrain,1.586943,0.0,1.900521,9.869823240330177e-05,0.3833,2.228363,266058.8,4.478,10.524,0.0,,30.02,262.4,2026-04-29 14:45:17
1840,0.1032,pretrain,1.780911,0.0,1.767326,9.867868008207111e-05,0.3846,2.229019,265673.1,4.478,10.524,0.0,,30.18,262.2,2026-04-29 14:45:26
1850,0.1037,pretrain,1.828266,0.0,1.650037,9.865898420458254e-05,0.3869,2.229674,265695.5,4.478,10.524,0.0,,30.33,262.0,2026-04-29 14:45:36
1860,0.1043,pretrain,1.788678,0.0,2.028568,9.863914483556938e-05,0.3935,2.230329,265528.1,4.478,10.524,0.0,,30.49,261.8,2026-04-29 14:45:45
1870,0.1049,pretrain,1.767381,0.0,2.239961,9.861916204023659e-05,0.3848,2.230985,252894.7,4.478,10.524,0.0,,30.65,261.6,2026-04-29 14:45:55
1880,0.1054,pretrain,1.725466,0.0,1.530606,9.859903588426047e-05,0.3983,2.23164,265648.6,4.478,10.524,0.0,,30.81,261.4,2026-04-29 14:46:04
1890,0.106,pretrain,1.825615,0.0,1.592373,9.857876643378855e-05,0.3864,2.232295,265724.3,4.478,10.524,0.0,,30.97,261.2,2026-04-29 14:46:14
1900,0.1066,pretrain,1.79164,0.0,1.554295,9.855835375543928e-05,0.3899,2.232951,265451.4,4.478,10.524,0.0,,31.12,260.9,2026-04-29 14:46:23
1910,0.1071,pretrain,1.82552,0.0,2.065819,9.853779791630186e-05,0.3844,2.233606,253922.9,4.478,10.524,0.0,,31.28,260.7,2026-04-29 14:46:33
1920,0.1077,pretrain,1.79905,0.0,1.929962,9.8517098983936e-05,0.388,2.234262,265571.5,4.478,10.524,0.0,,31.44,260.5,2026-04-29 14:46:42
1930,0.1082,pretrain,1.839705,0.0,1.786743,9.849625702637173e-05,0.3947,2.234917,252631.2,4.478,10.524,0.0,,31.6,260.3,2026-04-29 14:46:52
1940,0.1088,pretrain,1.730609,0.0,1.863648,9.847527211210913e-05,0.384,2.235572,265024.4,4.478,10.524,0.0,,31.76,260.1,2026-04-29 14:47:01
1950,0.1094,pretrain,1.794844,0.0,1.699286,9.845414431011814e-05,0.3849,2.236228,249485.4,4.478,10.524,0.0,,31.92,259.9,2026-04-29 14:47:11
1960,0.1099,pretrain,1.775717,0.0,1.830197,9.843287368983833e-05,0.3833,2.236883,264589.3,4.478,10.524,0.0,,32.07,259.7,2026-04-29 14:47:20
1970,0.1105,pretrain,1.690629,0.0,1.722226,9.84114603211786e-05,0.3814,2.237538,265676.1,4.478,10.524,0.0,,32.24,259.5,2026-04-29 14:47:30
1980,0.111,pretrain,1.826802,0.0,2.064632,9.838990427451713e-05,0.3856,2.238194,253183.4,4.478,10.524,0.0,,32.39,259.3,2026-04-29 14:47:39
1990,0.1116,pretrain,1.824612,0.0,1.831353,9.836820562070092e-05,0.3903,2.238849,265543.5,4.478,10.524,0.0,,32.55,259.1,2026-04-29 14:47:49
2000,0.1122,pretrain,1.766996,0.0,1.872501,9.834636443104572e-05,0.383,2.239504,265585.7,4.478,10.524,0.0,,32.71,258.9,2026-04-29 14:47:58
2010,0.1127,pretrain,1.834674,0.0,2.069771,9.832438077733576e-05,0.386,2.24016,265352.6,4.478,10.524,0.0,,33.21,261.4,2026-04-29 14:48:28
2020,0.1133,pretrain,1.809999,0.0,2.034311,9.830225473182345e-05,0.3917,2.240815,265864.7,4.478,10.524,0.0,,33.37,261.2,2026-04-29 14:48:38
2030,0.1138,pretrain,1.746451,0.0,2.013966,9.827998636722924e-05,0.3813,2.24147,265335.3,4.478,10.524,0.0,,33.53,260.9,2026-04-29 14:48:47
2040,0.1144,pretrain,1.962266,0.0,2.173382,9.825757575674128e-05,0.3913,2.242126,253476.1,4.478,10.524,0.0,,33.69,260.7,2026-04-29 14:48:57
2050,0.115,pretrain,1.781988,0.0,2.008573,9.823502297401528e-05,0.3877,2.242781,265505.9,4.478,10.524,0.0,,33.84,260.5,2026-04-29 14:49:06
2060,0.1155,pretrain,1.826539,0.0,2.334658,9.821232809317421e-05,0.3871,2.243437,265812.9,4.478,10.524,0.0,,34.0,260.3,2026-04-29 14:49:16
2070,0.1161,pretrain,1.856289,0.0,1.987636,9.818949118880804e-05,0.3942,2.244092,265998.7,4.478,10.524,0.0,,34.16,260.1,2026-04-29 14:49:25
2080,0.1166,pretrain,1.838651,0.0,1.376287,9.816651233597354e-05,0.3876,2.244747,266122.3,4.478,10.524,0.0,,34.32,259.8,2026-04-29 14:49:35
2090,0.1172,pretrain,1.571704,0.0,1.522779,9.814339161019405e-05,0.3853,2.245403,265747.6,4.478,10.524,0.0,,34.47,259.6,2026-04-29 14:49:44
2100,0.1178,pretrain,1.707776,0.0,1.939918,9.812012908745908e-05,0.3879,2.246058,265568.2,4.478,10.524,0.0,,34.63,259.4,2026-04-29 14:49:54
2110,0.1183,pretrain,1.600177,0.0,1.845316,9.809672484422432e-05,0.3786,2.246713,265556.1,4.478,10.524,0.0,,34.79,259.2,2026-04-29 14:50:03
2120,0.1189,pretrain,1.78617,0.0,1.933216,9.807317895741114e-05,0.3872,2.247369,253036.0,4.478,10.524,0.0,,34.95,259.0,2026-04-29 14:50:13
2130,0.1195,pretrain,1.774719,0.0,1.903882,9.80494915044065e-05,0.3831,2.248024,265889.5,4.478,10.524,0.0,,35.11,258.8,2026-04-29 14:50:22
2140,0.12,pretrain,1.699287,0.0,1.481039,9.802566256306263e-05,0.3867,2.248679,252938.8,4.478,10.524,0.0,,35.27,258.6,2026-04-29 14:50:32
2150,0.1206,pretrain,1.67046,0.0,1.712266,9.800169221169672e-05,0.3917,2.249335,265715.2,4.478,10.524,0.0,,35.42,258.3,2026-04-29 14:50:41
2160,0.1211,pretrain,1.734084,0.0,1.654317,9.797758052909082e-05,0.3921,2.24999,265591.4,4.478,10.524,0.0,,35.58,258.1,2026-04-29 14:50:51
2170,0.1217,pretrain,1.76112,0.0,1.717945,9.795332759449144e-05,0.387,2.250646,265639.3,4.478,10.524,0.0,,35.74,257.9,2026-04-29 14:51:00
2180,0.1223,pretrain,1.753118,0.0,1.811518,9.79289334876093e-05,0.3937,2.251301,265478.4,4.478,10.524,0.0,,35.9,257.7,2026-04-29 14:51:10
2190,0.1228,pretrain,1.797841,0.0,1.875102,9.790439828861917e-05,0.3941,2.251956,265353.0,4.478,10.524,0.0,,36.06,257.5,2026-04-29 14:51:19
2200,0.1234,pretrain,1.920777,0.0,1.962236,9.787972207815949e-05,0.3949,2.252612,264824.2,4.478,10.524,0.0,,36.22,257.3,2026-04-29 14:51:29
2210,0.1239,pretrain,1.802566,0.0,1.343049,9.785490493733217e-05,0.3924,2.253267,265492.9,4.478,10.524,0.0,,36.37,257.1,2026-04-29 14:51:38
2220,0.1245,pretrain,1.849099,0.0,1.834628,9.78299469477023e-05,0.4035,2.253922,265803.6,4.478,10.524,0.0,,36.53,256.9,2026-04-29 14:51:48
2230,0.1251,pretrain,1.831958,0.0,2.00458,9.780484819129793e-05,0.3865,2.254578,265640.7,4.478,10.524,0.0,,36.69,256.6,2026-04-29 14:51:57
2240,0.1256,pretrain,1.803103,0.0,1.655508,9.777960875060971e-05,0.3909,2.255233,252593.5,4.478,10.524,0.0,,36.85,256.5,2026-04-29 14:52:07
2250,0.1262,pretrain,1.816237,0.0,2.246004,9.77542287085907e-05,0.3813,2.255888,265754.1,4.478,10.524,0.0,,37.01,256.2,2026-04-29 14:52:16
2260,0.1267,pretrain,1.574173,0.0,1.63911,9.772870814865602e-05,0.3809,2.256544,265694.4,4.478,10.524,0.0,,37.17,256.0,2026-04-29 14:52:26
2270,0.1273,pretrain,1.781349,0.0,1.986005,9.77030471546827e-05,0.3803,2.257199,265854.9,4.478,10.524,0.0,,37.32,255.8,2026-04-29 14:52:35
2280,0.1279,pretrain,1.739326,0.0,1.555004,9.767724581100926e-05,0.3897,2.257854,265692.2,4.478,10.524,0.0,,37.48,255.6,2026-04-29 14:52:45
2290,0.1284,pretrain,1.78433,0.0,1.54079,9.765130420243553e-05,0.3871,2.25851,265821.3,4.478,10.524,0.0,,37.64,255.4,2026-04-29 14:52:54
2300,0.129,pretrain,1.715077,0.0,1.954928,9.762522241422234e-05,0.3867,2.259165,265855.4,4.478,10.524,0.0,,37.8,255.2,2026-04-29 14:53:03
2310,0.1296,pretrain,1.632186,0.0,1.3396,9.759900053209122e-05,0.3752,2.259821,265543.4,4.478,10.524,0.0,,37.96,255.0,2026-04-29 14:53:13
2320,0.1301,pretrain,1.619179,0.0,1.751571,9.757263864222415e-05,0.3846,2.260476,266274.4,4.478,10.524,0.0,,38.11,254.8,2026-04-29 14:53:22
2330,0.1307,pretrain,1.589021,0.0,1.388011,9.75461368312633e-05,0.3868,2.261131,265877.0,4.478,10.524,0.0,,38.27,254.6,2026-04-29 14:53:32
2340,0.1312,pretrain,1.601653,0.0,1.907539,9.751949518631063e-05,0.376,2.261787,265439.0,4.478,10.524,0.0,,38.43,254.4,2026-04-29 14:53:41
2350,0.1318,pretrain,1.731545,0.0,1.192241,9.749271379492778e-05,0.3809,2.262442,265568.8,4.478,10.524,0.0,,38.58,254.2,2026-04-29 14:53:51
2360,0.1324,pretrain,1.794748,0.0,1.64685,9.746579274513562e-05,0.3941,2.263097,266046.2,4.478,10.524,0.0,,38.74,254.0,2026-04-29 14:54:00
2370,0.1329,pretrain,1.764386,0.0,1.643586,9.743873212541406e-05,0.3833,2.263753,266054.8,4.478,10.524,0.0,,38.9,253.8,2026-04-29 14:54:10
2380,0.1335,pretrain,1.847577,0.0,1.844907,9.74115320247017e-05,0.385,2.264408,265535.4,4.478,10.524,0.0,,39.06,253.5,2026-04-29 14:54:19
2390,0.134,pretrain,1.777461,0.0,1.745121,9.738419253239559e-05,0.417,2.265063,265675.4,4.478,10.524,0.0,,39.22,253.3,2026-04-29 14:54:29
2400,0.1346,pretrain,1.807577,0.0,1.808443,9.735671373835089e-05,0.3908,2.265719,265631.1,4.478,10.524,0.0,,39.38,253.1,2026-04-29 14:54:38
2410,0.1352,pretrain,1.778257,0.0,1.608752,9.732909573288061e-05,0.3892,2.266374,265725.5,4.478,10.524,0.0,,39.54,252.9,2026-04-29 14:54:48
2420,0.1357,pretrain,1.706368,0.0,1.876928,9.73013386067553e-05,0.3975,2.26703,265840.2,4.478,10.524,0.0,,39.69,252.7,2026-04-29 14:54:57
2430,0.1363,pretrain,1.976694,0.0,2.097929,9.727344245120273e-05,0.3957,2.267685,253588.2,4.478,10.524,0.0,,39.85,252.5,2026-04-29 14:55:07
2440,0.1368,pretrain,1.83357,0.0,1.424492,9.724540735790763e-05,0.3883,2.26834,253902.5,4.478,10.524,0.0,,40.01,252.3,2026-04-29 14:55:16
2450,0.1374,pretrain,1.679011,0.0,2.106639,9.721723341901136e-05,0.3936,2.268996,265514.0,4.478,10.524,0.0,,40.17,252.1,2026-04-29 14:55:26
2460,0.138,pretrain,1.734794,0.0,1.649976,9.718892072711162e-05,0.3838,2.269651,265422.3,4.478,10.524,0.0,,40.33,251.9,2026-04-29 14:55:35
2470,0.1385,pretrain,1.77969,0.0,1.608752,9.716046937526214e-05,0.3835,2.270306,265734.3,4.478,10.524,0.0,,40.48,251.7,2026-04-29 14:55:45
2480,0.1391,pretrain,1.474233,0.0,1.488685,9.713187945697238e-05,0.3756,2.270962,253658.5,4.478,10.524,0.0,,40.64,251.5,2026-04-29 14:55:54
2490,0.1396,pretrain,1.831787,0.0,1.627665,9.710315106620721e-05,0.3844,2.271617,265188.9,4.478,10.524,0.0,,40.8,251.3,2026-04-29 14:56:04
2500,0.1402,pretrain,1.739985,0.0,2.148962,9.707428429738662e-05,0.3843,2.272272,265448.9,4.478,10.524,0.0,,40.96,251.1,2026-04-29 14:56:13
2510,0.1408,pretrain,1.712773,0.0,1.98684,9.704527924538538e-05,0.3803,2.272928,265232.5,4.478,10.524,0.0,,41.37,252.5,2026-04-29 14:56:38
2520,0.1413,pretrain,1.635609,0.0,1.516607,9.701613600553276e-05,0.3865,2.273583,265703.0,4.478,10.524,0.0,,41.53,252.3,2026-04-29 14:56:47
2530,0.1419,pretrain,1.762077,0.0,1.968785,9.698685467361222e-05,0.3877,2.274238,265039.0,4.478,10.524,0.0,,41.69,252.1,2026-04-29 14:56:57
2540,0.1425,pretrain,1.632181,0.0,1.377952,9.695743534586106e-05,0.3938,2.274894,253574.5,4.478,10.524,0.0,,41.85,251.9,2026-04-29 14:57:06
2550,0.143,pretrain,1.999244,0.0,1.854944,9.692787811897013e-05,0.3913,2.275549,265554.7,4.478,10.524,0.0,,42.0,251.7,2026-04-29 14:57:16
2560,0.1436,pretrain,1.835745,0.0,2.074123,9.68981830900835e-05,0.3955,2.276205,265635.1,4.478,10.524,0.0,,42.16,251.5,2026-04-29 14:57:25
2570,0.1441,pretrain,1.727461,0.0,1.81159,9.686835035679815e-05,0.3901,2.27686,265887.4,4.478,10.524,0.0,,42.32,251.3,2026-04-29 14:57:35
2580,0.1447,pretrain,1.814479,0.0,1.70009,9.683838001716363e-05,0.3834,2.277515,265664.2,4.478,10.524,0.0,,42.48,251.1,2026-04-29 14:57:44
2590,0.1453,pretrain,1.621066,0.0,1.638926,9.680827216968178e-05,0.4087,2.278171,252051.7,4.478,10.524,0.0,,42.64,250.9,2026-04-29 14:57:54
2600,0.1458,pretrain,1.787867,0.0,1.580105,9.677802691330637e-05,0.3936,2.278826,265714.3,4.478,10.524,0.0,,42.79,250.7,2026-04-29 14:58:03
2610,0.1464,pretrain,1.751398,0.0,1.752069,9.674764434744278e-05,0.3837,2.279481,265776.7,4.478,10.524,0.0,,42.96,250.5,2026-04-29 14:58:13
2620,0.1469,pretrain,1.586222,0.0,1.82181,9.671712457194768e-05,0.3822,2.280137,265670.8,4.478,10.524,0.0,,43.11,250.3,2026-04-29 14:58:22
2630,0.1475,pretrain,1.71686,0.0,1.614616,9.668646768712868e-05,0.3879,2.280792,254192.4,4.478,10.524,0.0,,43.27,250.1,2026-04-29 14:58:32
2640,0.1481,pretrain,1.695,0.0,1.53366,9.665567379374405e-05,0.3829,2.281447,265771.0,4.478,10.524,0.0,,43.43,249.9,2026-04-29 14:58:42
2650,0.1486,pretrain,1.843703,0.0,2.31183,9.662474299300236e-05,0.3834,2.282103,265686.5,4.478,10.524,0.0,,43.59,249.7,2026-04-29 14:58:51
2660,0.1492,pretrain,1.759734,0.0,1.568331,9.659367538656211e-05,0.4022,2.282758,253166.7,4.478,10.524,0.0,,43.75,249.5,2026-04-29 14:59:00
2670,0.1497,pretrain,1.640635,0.0,1.23849,9.656247107653145e-05,0.3833,2.283414,265804.7,4.478,10.524,0.0,,43.9,249.3,2026-04-29 14:59:10
2680,0.1503,pretrain,1.644967,0.0,1.555195,9.653113016546783e-05,0.3878,2.284069,265898.3,4.478,10.524,0.0,,44.06,249.1,2026-04-29 14:59:19
2690,0.1509,pretrain,1.725394,0.0,1.63069,9.649965275637768e-05,0.3911,2.284724,265731.3,4.478,10.524,0.0,,44.22,248.9,2026-04-29 14:59:29
2700,0.1514,pretrain,1.832382,0.0,1.855597,9.6468038952716e-05,0.3849,2.28538,252574.6,4.478,10.524,0.0,,44.38,248.7,2026-04-29 14:59:38
2710,0.152,pretrain,1.699585,0.0,1.691829,9.643628885838611e-05,0.3903,2.286035,265867.4,4.478,10.524,0.0,,44.53,248.5,2026-04-29 14:59:48
2720,0.1525,pretrain,1.685277,0.0,1.946179,9.640440257773925e-05,0.3818,2.28669,265639.7,4.478,10.524,0.0,,44.69,248.3,2026-04-29 14:59:57
2730,0.1531,pretrain,1.790888,0.0,1.45584,9.637238021557428e-05,0.3845,2.287346,265835.1,4.478,10.524,0.0,,44.85,248.1,2026-04-29 15:00:07
2740,0.1537,pretrain,1.69216,0.0,2.126675,9.634022187713728e-05,0.3871,2.288001,253455.6,4.478,10.524,0.0,,45.01,247.9,2026-04-29 15:00:16
2750,0.1542,pretrain,1.803,0.0,2.163034,9.630792766812125e-05,0.3892,2.288656,266031.4,4.478,10.524,0.0,,45.17,247.7,2026-04-29 15:00:26
2760,0.1548,pretrain,1.623636,0.0,1.501922,9.627549769466576e-05,0.3808,2.289312,265489.6,4.478,10.524,0.0,,45.33,247.5,2026-04-29 15:00:35
2770,0.1554,pretrain,1.708322,0.0,1.915256,9.624293206335657e-05,0.3772,2.289967,265572.9,4.478,10.524,0.0,,45.48,247.3,2026-04-29 15:00:45
2780,0.1559,pretrain,1.741667,0.0,1.613674,9.62102308812253e-05,0.3822,2.290622,253354.6,4.478,10.524,0.0,,45.64,247.1,2026-04-29 15:00:54
2790,0.1565,pretrain,1.74182,0.0,1.114346,9.617739425574908e-05,0.3833,2.291278,266045.5,4.478,10.524,0.0,,45.8,246.9,2026-04-29 15:01:04
2800,0.157,pretrain,1.883039,0.0,1.711778,9.614442229485022e-05,0.3945,2.291933,265748.5,4.478,10.524,0.0,,45.96,246.7,2026-04-29 15:01:13
2810,0.1576,pretrain,1.758371,0.0,1.893964,9.611131510689578e-05,0.3799,2.292589,253130.7,4.478,10.524,0.0,,46.12,246.5,2026-04-29 15:01:23
2820,0.1582,pretrain,1.841007,0.0,2.210877,9.60780728006973e-05,0.417,2.293244,266025.5,4.478,10.524,0.0,,46.27,246.3,2026-04-29 15:01:32
2830,0.1587,pretrain,1.878158,0.0,1.926035,9.604469548551041e-05,0.3877,2.293899,253230.3,4.478,10.524,0.0,,46.43,246.1,2026-04-29 15:01:42
2840,0.1593,pretrain,1.741013,0.0,1.977319,9.601118327103444e-05,0.3822,2.294555,265471.6,4.478,10.524,0.0,,46.59,245.9,2026-04-29 15:01:51
2850,0.1598,pretrain,1.841216,0.0,1.842174,9.597753626741209e-05,0.3854,2.29521,265540.2,4.478,10.524,0.0,,46.75,245.7,2026-04-29 15:02:01
2860,0.1604,pretrain,1.714861,0.0,1.528059,9.594375458522909e-05,0.3742,2.295865,265732.8,4.478,10.524,0.0,,46.91,245.5,2026-04-29 15:02:10
2870,0.161,pretrain,1.752162,0.0,1.980262,9.590983833551377e-05,0.6571,2.296521,265618.6,4.478,10.524,0.0,,47.07,245.3,2026-04-29 15:02:20
2880,0.1615,pretrain,1.79663,0.0,2.059953,9.58757876297368e-05,0.3938,2.297176,265685.0,4.478,10.524,0.0,,47.22,245.1,2026-04-29 15:02:29
2890,0.1621,pretrain,1.519021,0.0,1.297165,9.584160257981065e-05,0.3756,2.297831,253326.5,4.478,10.524,0.0,,47.38,244.9,2026-04-29 15:02:39
2900,0.1626,pretrain,1.729685,0.0,1.680887,9.580728329808945e-05,0.3823,2.298487,265803.3,4.478,10.524,0.0,,47.54,244.7,2026-04-29 15:02:48
2910,0.1632,pretrain,1.890288,0.0,1.637734,9.577282989736845e-05,0.387,2.299142,265811.5,4.478,10.524,0.0,,47.69,244.5,2026-04-29 15:02:57
2920,0.1638,pretrain,1.893419,0.0,1.552633,9.573824249088368e-05,0.3894,2.299798,253357.0,4.478,10.524,0.0,,47.85,244.3,2026-04-29 15:03:07
2930,0.1643,pretrain,1.640114,0.0,1.627464,9.570352119231161e-05,0.3878,2.300453,266172.1,4.478,10.524,0.0,,48.01,244.1,2026-04-29 15:03:16
2940,0.1649,pretrain,1.738213,0.0,1.634946,9.566866611576882e-05,0.3816,2.301108,265848.0,4.478,10.524,0.0,,48.17,244.0,2026-04-29 15:03:26
2950,0.1654,pretrain,1.783614,0.0,1.731744,9.56336773758115e-05,0.3872,2.301764,265985.9,4.478,10.524,0.0,,48.33,243.7,2026-04-29 15:03:35
2960,0.166,pretrain,1.804834,0.0,1.845906,9.559855508743518e-05,0.3868,2.302419,265090.7,4.478,10.524,0.0,,48.49,243.6,2026-04-29 15:03:45
2970,0.1666,pretrain,1.780699,0.0,1.773533,9.556329936607428e-05,0.3907,2.303074,265390.0,4.478,10.524,0.0,,48.64,243.4,2026-04-29 15:03:54
2980,0.1671,pretrain,1.716036,0.0,1.508985,9.552791032760184e-05,0.3852,2.30373,265469.4,4.478,10.524,0.0,,48.8,243.2,2026-04-29 15:04:04
2990,0.1677,pretrain,1.896074,0.0,2.093768,9.549238808832898e-05,0.3943,2.304385,265492.7,4.478,10.524,0.0,,48.96,243.0,2026-04-29 15:04:13
3000,0.1683,pretrain,1.798507,0.0,1.492236,9.545673276500465e-05,0.3825,2.30504,265581.9,4.478,10.524,0.0,,49.12,242.8,2026-04-29 15:04:23
3010,0.1688,pretrain,1.696745,0.0,1.423837,9.542094447481521e-05,0.3863,2.305696,264967.7,4.478,10.524,0.0,,49.51,243.8,2026-04-29 15:04:46
3020,0.1694,pretrain,1.721584,0.0,1.911199,9.538502333538401e-05,0.3832,2.306351,265484.1,4.478,10.524,0.0,,49.67,243.6,2026-04-29 15:04:56
3030,0.1699,pretrain,1.780343,0.0,1.682821,9.534896946477104e-05,0.3898,2.307006,265542.6,4.478,10.524,0.0,,49.83,243.4,2026-04-29 15:05:05
3040,0.1705,pretrain,1.820918,0.0,1.489183,9.531278298147252e-05,0.3874,2.307662,265055.1,4.478,10.524,0.0,,49.99,243.2,2026-04-29 15:05:15
3050,0.1711,pretrain,1.823835,0.0,1.860381,9.527646400442051e-05,0.3853,2.308317,265010.6,4.478,10.524,0.0,,50.15,243.0,2026-04-29 15:05:24
3060,0.1716,pretrain,1.947532,0.0,1.767661,9.524001265298257e-05,0.3802,2.308973,265778.2,4.478,10.524,0.0,,50.31,242.8,2026-04-29 15:05:34
3070,0.1722,pretrain,1.742582,0.0,1.787876,9.52034290469613e-05,0.3928,2.309628,265244.6,4.478,10.524,0.0,,50.47,242.6,2026-04-29 15:05:44
3080,0.1727,pretrain,1.707923,0.0,1.926095,9.5166713306594e-05,0.392,2.310283,265233.0,4.478,10.524,0.0,,50.62,242.4,2026-04-29 15:05:53
3090,0.1733,pretrain,1.656865,0.0,1.48296,9.512986555255217e-05,0.3889,2.310939,251924.7,4.478,10.524,0.0,,50.78,242.2,2026-04-29 15:06:03
3100,0.1739,pretrain,1.620391,0.0,1.753934,9.50928859059413e-05,0.3773,2.311594,265511.6,4.478,10.524,0.0,,50.94,242.0,2026-04-29 15:06:12
3110,0.1744,pretrain,1.64288,0.0,1.581534,9.505577448830028e-05,0.3847,2.312249,253574.3,4.478,10.524,0.0,,51.1,241.8,2026-04-29 15:06:22
3120,0.175,pretrain,1.700048,0.0,1.581913,9.501853142160113e-05,0.3781,2.312905,265925.2,4.478,10.524,0.0,,51.26,241.6,2026-04-29 15:06:31
3130,0.1755,pretrain,1.896387,0.0,1.797263,9.498115682824854e-05,0.3878,2.31356,265924.5,4.478,10.524,0.0,,51.42,241.5,2026-04-29 15:06:41
3140,0.1761,pretrain,1.676974,0.0,1.730317,9.494365083107947e-05,0.3878,2.314215,265556.9,4.478,10.524,0.0,,51.57,241.3,2026-04-29 15:06:50
3150,0.1767,pretrain,1.858742,0.0,1.895839,9.49060135533628e-05,0.3924,2.314871,265606.7,4.478,10.524,0.0,,51.73,241.1,2026-04-29 15:07:00
3160,0.1772,pretrain,1.749419,0.0,1.671415,9.486824511879882e-05,0.3871,2.315526,265768.3,4.478,10.524,0.0,,51.89,240.9,2026-04-29 15:07:09
3170,0.1778,pretrain,1.859193,0.0,1.616838,9.483034565151892e-05,0.3934,2.316182,265871.3,4.478,10.524,0.0,,52.05,240.7,2026-04-29 15:07:19
3180,0.1783,pretrain,1.847421,0.0,1.712679,9.479231527608514e-05,0.4057,2.316837,265286.4,4.478,10.524,0.0,,52.2,240.5,2026-04-29 15:07:28
3190,0.1789,pretrain,1.780973,0.0,2.311382,9.475415411748977e-05,0.3921,2.317492,253317.9,4.478,10.524,0.0,,52.36,240.3,2026-04-29 15:07:37
3200,0.1795,pretrain,1.756555,0.0,1.700191,9.471586230115499e-05,0.3833,2.318148,265829.6,4.478,10.524,0.0,,52.52,240.1,2026-04-29 15:07:47
3210,0.18,pretrain,1.798016,0.0,1.697544,9.467743995293231e-05,0.3917,2.318803,265660.4,4.478,10.524,0.0,,52.68,239.9,2026-04-29 15:07:56
3220,0.1806,pretrain,1.786059,0.0,1.608878,9.46388871991023e-05,0.3921,2.319458,264530.1,4.478,10.524,0.0,,52.84,239.7,2026-04-29 15:08:06
3230,0.1812,pretrain,1.771305,0.0,1.644592,9.460020416637414e-05,0.3843,2.320114,265440.7,4.478,10.524,0.0,,53.0,239.5,2026-04-29 15:08:16
